T(K),A,B,C,D,X2,X3,X4,X5,X6,X7,X8,X10,X12,X14,X15,X16,X17,X19,X21,X22,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Exp. Density (Kg.m-3)
186.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,891.1639968
193.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,885.382512
203.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,877.5256224
213.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,869.5946112
223.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,862.1824512
233.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,854.6961696
243.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,847.0616448
253.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,839.5012416
263.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,831.7925952
273.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,824.3063136
283.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,816.5976672
288.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,813.1880736
293.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,809.2596288
298.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,805.6806144
301.3800049,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,801.995712
303.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,801.995712
308.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,798.104328
313.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,793.842336
318.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,790.5809856
328.1499939,74.1216,573.0603773,4385772.556,0.255787214,3,2,87.63708806,124.47203,0.84579486,0.64892133,-0.0154269,8.06625,0.000692125,2.209641,22.609537,3.96,262.639419,-0.047335,0.726227,0.384819,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,782.8723392
293.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,825.989816
313.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,812.6942053
333.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,799.7942972
353.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,785.7864217
373.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,770.4964693
393.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,754.9849235
413.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,738.6978004
433.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,722.3948491
453.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,705.2846644
473.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,688.2852764
493.1499939,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,670.795217
513.1500244,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,653.495095
533.1500244,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,634.9920367
553.1500244,158.28108,691.0799244,2298113.065,0.249566106,9,8,188.8101972,255.5891283,0.83832864,0.7594912,-0.56173041,8.507012,0.00153407,2.698829,78.264526,9.96,450.245507,-0.031181,0.457894,0.242633,22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,612.6902326
348.1499939,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,806.16311
353.1499939,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,802.19492
358.1499939,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,798.50434
363.1499939,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,794.71578
368.1499939,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,790.99254
373.1499939,326.6,865.2391932,953775.9458,0.211580573,21,20,391.3456361,514.9334217,0.83457937,0.76451241,0.56881418,8.709798,0.0039496,2.925577,218.620697,21.959997,835.189917,-0.017542,0.263315,0.139527,46,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,787.30196
298.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,831.1811444
303.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,827.342659
313.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,820.0880459
323.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,814.3924293
333.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,806.2868899
343.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,800.1937603
353.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,792.2621328
363.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,785.1938539
373.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,777.3864493
393.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,762.1815753
413.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,746.7903671
433.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,730.6910887
453.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,714.3868427
473.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,698.1943973
493.1499939,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,680.9957469
513.1500244,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,663.4989618
533.1500244,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,645.6854084
553.1500244,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,627.4991866
573.1500244,186.33424,715.9749325,1927048.125,0.24360974,11,10,222.8766366,298.5813998,0.83606339,0.6447072,-0.03182259,8.566063,0.00231682,2.764758,99.622704,11.96,518.301158,-0.024123,0.407683,0.216027,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,609.6856333
348.1499939,298.54688,828.7499152,1077804.934,0.217757621,19,18,357.6580576,473.9024593,0.83474981,0.76425876,-0.56843455,8.691805,0.00354657,2.905419,193.516006,19.959997,768.806099,-0.018531,0.283385,0.150163,42,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,805.8974479
358.1499939,298.54688,828.7499152,1077804.934,0.217757621,19,18,357.6580576,473.9024593,0.83474981,0.76425876,-0.56843455,8.691805,0.00354657,2.905419,193.516006,19.959997,768.806099,-0.018531,0.283385,0.150163,42,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,798.6726134
368.1499939,298.54688,828.7499152,1077804.934,0.217757621,19,18,357.6580576,473.9024593,0.83474981,0.76425876,-0.56843455,8.691805,0.00354657,2.905419,193.516006,19.959997,768.806099,-0.018531,0.283385,0.150163,42,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,791.8955992
333.1499939,256.46714,783.070085,1314654.096,0.227208881,16,15,307.0427588,407.0093414,0.83530384,0.76268549,-0.56701599,8.657476,0.00293424,2.86698,156.964035,16.959997,676.980831,-0.020647,0.319968,0.169547,36,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,815.3090381
293.1499939,116.20134,636.0156927,3093289.912,0.256847007,6,5,138.3222409,191.6373455,0.84009626,0.62320036,0.05089102,8.365587,0.00130019,2.541287,48.504223,6.96,356.225833,-0.035123,0.561653,0.297614,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,822.0896201
298.1499939,116.20134,636.0156927,3093289.912,0.256847007,6,5,138.3222409,191.6373455,0.84009626,0.62320036,0.05089102,8.365587,0.00130019,2.541287,48.504223,6.96,356.225833,-0.035123,0.561653,0.297614,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,820.8869362
303.1499939,116.20134,636.0156927,3093289.912,0.256847007,6,5,138.3222409,191.6373455,0.84009626,0.62320036,0.05089102,8.365587,0.00130019,2.541287,48.504223,6.96,356.225833,-0.035123,0.561653,0.297614,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,815.6869263
308.1499939,116.20134,636.0156927,3093289.912,0.256847007,6,5,138.3222409,191.6373455,0.84009626,0.62320036,0.05089102,8.365587,0.00130019,2.541287,48.504223,6.96,356.225833,-0.035123,0.561653,0.297614,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,812.0846847
313.1499939,116.20134,636.0156927,3093289.912,0.256847007,6,5,138.3222409,191.6373455,0.84009626,0.62320036,0.05089102,8.365587,0.00130019,2.541287,48.504223,6.96,356.225833,-0.035123,0.561653,0.297614,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,811.1899344
318.1499939,116.20134,636.0156927,3093289.912,0.256847007,6,5,138.3222409,191.6373455,0.84009626,0.62320036,0.05089102,8.365587,0.00130019,2.541287,48.504223,6.96,356.225833,-0.035123,0.561653,0.297614,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,804.7872406
328.1499939,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,813.0001739
329.4500122,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,814.2851089
333.1499939,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,810.4787921
349.5,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,800.6114613
353.1499939,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,796.5384599
373.1499939,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,782.9860326
373.3399963,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,783.6891102
393.1499939,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,768.3911109
413.1499939,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,753.6992129
433.1499939,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,738.6921423
453.1499939,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,723.2971667
473.1499939,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,708.1931198
493.1499939,242.44056,769.6603769,1411184.864,0.230406838,15,14,290.2434113,387.0085133,0.83532299,0.76335555,-0.56720254,8.6434,0.00271398,2.851227,145.108017,15.96,642.580381,-0.022026,0.334356,0.177171,34,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,692.7981443
