T (K),A,F,G,X1,X9,X10,X11,X13,X18,X20,Y1,Y2,Y5,Y14,Y15,Y17,Y23,Viscosity
293.1,144.1,1279.4,-15.3,9,0.67032967,0,2.452286,0.1008825,0.228369,38.62424,8,2,0,0,0,0,2,3.54
298.1,144.1,1279.4,-15.3,9,0.67032967,0,2.452286,0.1008825,0.228369,38.62424,8,2,0,0,0,0,2,3.21
273.1,132.1,1709.8,-16.9,8,0.78017241,0,2.42713,-0.51651546,0.292685,39.511201,8,2,0,0,0,0,2,3.7
298.1,132.1,1709.8,-16.9,8,0.78017241,0,2.42713,-0.51651546,0.292685,39.511201,8,2,0,0,0,0,2,2
310.9,370.6,1109.2,-15.2,25,0.8505291,0,4.410858,-2.45763568,0.114397,48.882571,42,2,0,0,0,0,2,7.97
323.1,370.6,1109.2,-15.2,25,0.8505291,0,4.410858,-2.45763568,0.114397,48.882571,42,2,0,0,0,0,2,5.97
372,370.6,1109.2,-15.2,25,0.8505291,0,4.410858,-2.45763568,0.114397,48.882571,42,2,0,0,0,0,2,2.49
288.1,200.3,1949.4,-17.7,13,0.75873016,0,4.07282,-0.72732377,0.10595,27.107877,24,2,0,0,0,0,1,2.62
273.1,228.4,1738.7,-17.4,15,0.76190476,0,4.10078,-0.70217571,0.095321,28.818258,28,2,0,0,0,0,1,5.94
278.1,228.4,1738.7,-17.4,15,0.76190476,0,4.10078,-0.70217571,0.095321,28.818258,28,2,0,0,0,0,1,5.17
283.1,228.4,1738.7,-17.4,15,0.76190476,0,4.10078,-0.70217571,0.095321,28.818258,28,2,0,0,0,0,1,4.46
288.1,228.4,1738.7,-17.4,15,0.76190476,0,4.10078,-0.70217571,0.095321,28.818258,28,2,0,0,0,0,1,3.83
293.1,228.4,1738.7,-17.4,15,0.76190476,0,4.10078,-0.70217571,0.095321,28.818258,28,2,0,0,0,0,1,3.33
303.1,228.4,1738.7,-17.4,15,0.76190476,0,4.10078,-0.70217571,0.095321,28.818258,28,2,0,0,0,0,1,1.87
308.1,228.4,1738.7,-17.4,15,0.76190476,0,4.10078,-0.70217571,0.095321,28.818258,28,2,0,0,0,0,1,1.74
310.1,228.4,1738.7,-17.4,15,0.76190476,0,4.10078,-0.70217571,0.095321,28.818258,28,2,0,0,0,0,1,1.67
323.1,228.4,1738.7,-17.4,15,0.76190476,0,4.10078,-0.70217571,0.095321,28.818258,28,2,0,0,0,0,1,1.35
338.1,228.4,1738.7,-17.4,15,0.76190476,0,4.10078,-0.70217571,0.095321,28.818258,28,2,0,0,0,0,1,1.09
293.1,88.1,2102.8,-16.3,5,0.76802508,0,3.171528,-0.39460474,0.19992,22.509453,8,2,0,0,0,0,1,2.9
298.1,74.1,1882.8,-15.9,4,0.76761905,0,1.758333,-0.22018885,0.317717,31.335823,6,1,0,0,0,0,1,5.79
303.1,74.1,1882.8,-15.9,4,0.76761905,0,1.758333,-0.22018885,0.317717,31.335823,6,1,0,0,0,0,1,5.06
288.1,102.1,1971.3,-16.3,6,0.77175698,0,3.574954,-0.80294579,0.17604,21.016809,10,2,0,0,0,0,1,1.71
293.1,102.1,1971.3,-16.3,6,0.77175698,0,3.574954,-0.80294579,0.17604,21.016809,10,2,0,0,0,0,1,1.58
303.1,102.1,1971.3,-16.3,6,0.77175698,0,3.574954,-0.80294579,0.17604,21.016809,10,2,0,0,0,0,1,1.32
310.1,256.4,1697.2,-17.7,17,0.75873016,0,4.119746,-0.67688936,0.087311,30.629665,32,2,0,0,0,0,1,1.17
278.1,86.1,1706.2,-16.6,6,0.672,0,0,-1.13372364,0.322916,29.077332,6,0,0,0,0,0,1,2.55
288.1,86.1,1706.2,-16.6,6,0.672,0,0,-1.13372364,0.322916,29.077332,6,0,0,0,0,0,1,2.07
293.1,86.1,1706.2,-16.6,6,0.672,0,0,-1.13372364,0.322916,29.077332,6,0,0,0,0,0,1,1.88
298.1,86.1,1706.2,-16.6,6,0.672,0,0,-1.13372364,0.322916,29.077332,6,0,0,0,0,0,1,1.73
303.1,86.1,1706.2,-16.6,6,0.672,0,0,-1.13372364,0.322916,29.077332,6,0,0,0,0,0,1,1.61
308.1,86.1,1706.2,-16.6,6,0.672,0,0,-1.13372364,0.322916,29.077332,6,0,0,0,0,0,1,1.5
323.1,86.1,1706.2,-16.6,6,0.672,0,0,-1.13372364,0.322916,29.077332,6,0,0,0,0,0,1,1.21
273.1,158.2,1608,-17,10,0.77429467,0,3.637016,-0.3449895,0.129305,26.495335,18,2,0,0,0,0,1,2.32
283.1,158.2,1608,-17,10,0.77429467,0,3.637016,-0.3449895,0.129305,26.495335,18,2,0,0,0,0,1,1.85
288.1,158.2,1608,-17,10,0.77429467,0,3.637016,-0.3449895,0.129305,26.495335,18,2,0,0,0,0,1,1.6
293.1,158.2,1608,-17,10,0.77429467,0,3.637016,-0.3449895,0.129305,26.495335,18,2,0,0,0,0,1,1.52
300.5,158.2,1608,-17,10,0.77429467,0,3.637016,-0.3449895,0.129305,26.495335,18,2,0,0,0,0,1,1.24
303.1,158.2,1608,-17,10,0.77429467,0,3.637016,-0.3449895,0.129305,26.495335,18,2,0,0,0,0,1,1.24
313.1,158.2,1608,-17,10,0.77429467,0,3.637016,-0.3449895,0.129305,26.495335,18,2,0,0,0,0,1,1.09
288.1,144.2,1590.2,-16.9,9,0.79120879,0,2.182461,-0.16934828,0.199639,35.328562,16,1,0,0,0,0,1,1.37
303.1,144.2,1590.2,-16.9,9,0.79120879,0,2.182461,-0.16934828,0.199639,35.328562,16,1,0,0,0,0,1,1.06
288.1,144.2,1538.8,-16.9,9,0.77429467,0,3.602829,-0.35759056,0.138199,25.540817,16,2,0,0,0,0,1,1.25
293.1,144.2,1538.8,-16.9,9,0.77429467,0,3.602829,-0.35759056,0.138199,25.540817,16,2,0,0,0,0,1,1.17
298.1,144.2,1538.8,-16.9,9,0.77429467,0,3.602829,-0.35759056,0.138199,25.540817,16,2,0,0,0,0,1,1.08
288.1,130.2,1546,-16.9,8,0.78666667,0,2.153354,-0.18193186,0.214496,34.628029,14,1,0,0,0,0,1,1.12
293.1,270.5,1902,-17.3,18,0.69410456,0,6.063265,-0.66159905,0.083032,27.576428,34,3,0,0,0,0,1,5.6
310.1,270.5,1902,-17.3,18,0.69410456,0,6.063265,-0.66159905,0.083032,27.576428,34,3,0,0,0,0,1,3.64
311,270.5,1902,-17.3,18,0.69410456,0,6.063265,-0.66159905,0.083032,27.576428,34,3,0,0,0,0,1,3.57
333.1,270.5,1902,-17.3,18,0.69410456,0,6.063265,-0.66159905,0.083032,27.576428,34,3,0,0,0,0,1,2.3
372,270.5,1902,-17.3,18,0.69410456,0,6.063265,-0.66159905,0.083032,27.576428,34,3,0,0,0,0,1,1.27
293.1,214.3,1661.8,-17.2,14,0.7755102,0,3.697298,-0.56687733,0.104085,30.724363,26,2,0,0,0,0,1,2.19
311,214.3,1661.8,-17.2,14,0.7755102,0,3.697298,-0.56687733,0.104085,30.724363,26,2,0,0,0,0,1,1.52
313.1,214.3,1661.8,-17.2,14,0.7755102,0,3.697298,-0.56687733,0.104085,30.724363,26,2,0,0,0,0,1,1.45
333.1,214.3,1661.8,-17.2,14,0.7755102,0,3.697298,-0.56687733,0.104085,30.724363,26,2,0,0,0,0,1,1.07
278.3,128.2,1399.4,-16.6,8,0.69470046,0,2.043399,-0.05481802,0.207716,26.03176,12,1,1,0,0,0,1,1.18
286,128.2,1399.4,-16.6,8,0.69470046,0,2.043399,-0.05481802,0.207716,26.03176,12,1,1,0,0,0,1,1.03
277.1,142.2,1545.4,-17.1,9,0.72268908,0,3.697304,-0.12176398,0.196502,24.342748,14,2,1,0,0,0,1,1.36
288.1,142.2,1545.4,-17.1,9,0.72268908,0,3.697304,-0.12176398,0.196502,24.342748,14,2,1,0,0,0,1,1.08
293.1,142.2,1545.4,-17.1,9,0.72268908,0,3.697304,-0.12176398,0.196502,24.342748,14,2,1,0,0,0,1,1.09
293.1,186.3,1709.1,-17.2,12,0.77742947,0,3.682488,-0.31985837,0.113974,28.274489,22,2,0,0,0,0,1,1.75
310.9,186.3,1709.1,-17.2,12,0.77742947,0,3.682488,-0.31985837,0.113974,28.274489,22,2,0,0,0,0,1,1.21
293.1,172.3,1659,-17.1,11,0.77742947,0,3.662643,-0.33241557,0.119881,27.188913,20,2,0,0,0,0,1,1.85
298.1,172.3,1659,-17.1,11,0.77742947,0,3.662643,-0.33241557,0.119881,27.188913,20,2,0,0,0,0,1,1.68
308.1,172.3,1659,-17.1,11,0.77742947,0,3.662643,-0.33241557,0.119881,27.188913,20,2,0,0,0,0,1,1.38
323.1,172.3,1659,-17.1,11,0.77742947,0,3.662643,-0.33241557,0.119881,27.188913,20,2,0,0,0,0,1,1.07
288.1,158.2,1623.9,-16.9,10,0.79047619,0,2.20387,-0.15674181,0.184012,36.341657,18,1,0,0,0,0,1,1.75
303.1,158.2,1623.9,-16.9,10,0.79047619,0,2.20387,-0.15674181,0.184012,36.341657,18,1,0,0,0,0,1,1.32
303.2,158.2,1568.7,-17,10,0.76190476,0,4.112269,-0.77765827,0.126584,23.979693,18,2,0,0,0,0,1,1.02
288.1,130.2,1470.8,-16.8,8,0.76802508,0,3.555271,-0.37016215,0.150961,24.731515,14,2,0,0,0,0,1,1.01
288.5,130.2,1470.8,-16.8,8,0.76802508,0,3.555271,-0.37016215,0.150961,24.731515,14,2,0,0,0,0,1,1.01
251.3,136.1,1645.1,-16.5,10,0.64615385,0,1.381944,-3.77175744,0.328441,28.306941,8,1,0,5,1,0,1,6.25
266.8,136.1,1645.1,-16.5,10,0.64615385,0,1.381944,-3.77175744,0.328441,28.306941,8,1,0,5,1,0,1,4.36
282.4,136.1,1645.1,-16.5,10,0.64615385,0,1.381944,-3.77175744,0.328441,28.306941,8,1,0,5,1,0,1,3.2
297.9,136.1,1645.1,-16.5,10,0.64615385,0,1.381944,-3.77175744,0.328441,28.306941,8,1,0,5,1,0,1,2.44
313.5,136.1,1645.1,-16.5,10,0.64615385,0,1.381944,-3.77175744,0.328441,28.306941,8,1,0,5,1,0,1,1.92
318.1,136.1,1645.1,-16.5,10,0.64615385,0,1.381944,-3.77175744,0.328441,28.306941,8,1,0,5,1,0,1,1.8
329,136.1,1645.1,-16.5,10,0.64615385,0,1.381944,-3.77175744,0.328441,28.306941,8,1,0,5,1,0,1,1.56
344.5,136.1,1645.1,-16.5,10,0.64615385,0,1.381944,-3.77175744,0.328441,28.306941,8,1,0,5,1,0,1,1.29
360.1,136.1,1645.1,-16.5,10,0.64615385,0,1.381944,-3.77175744,0.328441,28.306941,8,1,0,5,1,0,1,1.08
293.1,104.1,1791.5,-17.5,8,0.75213675,0,0,0.35049853,0.333665,17.35449,8,0,0,0,0,0,0,1.37
298.1,104.1,1791.5,-17.5,8,0.75213675,0,0,0.35049853,0.333665,17.35449,8,0,0,0,0,0,0,1.25
303.1,104.1,1791.5,-17.5,8,0.75213675,0,0,0.35049853,0.333665,17.35449,8,0,0,0,0,0,0,1.15
293.1,166.3,1710.6,-16.2,13,0.73303167,0,0,0.31410385,0.030937,11.031248,22,0,0,0,0,0,0,3.75
298.1,166.3,1710.6,-16.2,13,0.73303167,0,0,0.31410385,0.030937,11.031248,22,0,0,0,0,0,0,3.4
303.1,166.3,1710.6,-16.2,13,0.73303167,0,0,0.31410385,0.030937,11.031248,22,0,0,0,0,0,0,3.06
273.1,112.2,1437.7,-16.8,8,0.6622807,0,4.757593,0.16252087,0.054542,8.577417,16,2,0,0,0,0,0,1.62
288.1,112.2,1437.7,-16.8,8,0.6622807,0,4.757593,0.16252087,0.054542,8.577417,16,2,0,0,0,0,0,1.19
293.1,112.2,1437.7,-16.8,8,0.6622807,0,4.757593,0.16252087,0.054542,8.577417,16,2,0,0,0,0,0,1.11
273.1,112.2,1441.7,-16.8,8,0.66112266,0,4.741389,0.14781672,0.04901,8.74425,16,2,0,0,0,0,0,1.2
273.1,112.2,1403,-16.7,8,0.67058824,0,4.733889,0.15405844,0.045341,8.59156,16,2,0,0,0,0,0,1.22
263.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,7.58
273.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,5.59
283.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,4.3
293.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,3.37
298.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,2.9
303.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,2.72
308.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,2.37
311,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,2.31
313.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,2.24
323.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,1.87
333.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,1.58
343.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,1.36
353.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,1.19
363.1,138.2,1674.1,-16.4,11,0.71992481,0,0,0.20725738,0.032789,9.461478,18,0,0,0,0,0,0,1.05
286.6,98.2,1501,-16.4,7,0.67521368,0,0,0.05978652,0.028178,7.985794,14,0,0,0,0,0,0,1.64
286.6,96.2,1450.2,-16.4,7,0.68091168,0,0,-0.30417748,0.089076,10.878421,12,0,0,0,0,0,0,1.24
283.1,84.2,1342.2,-16,6,0.71648352,0,0,0.08932535,0.037701,7.441289,12,0,0,0,0,0,0,1.18
288.7,84.2,1342.2,-16,6,0.71648352,0,0,0.08932535,0.037701,7.441289,12,0,0,0,0,0,0,1.05
293.1,112.2,1592.3,-16.3,8,0.73076923,0,0,0.11555267,0.029487,8.539892,16,0,0,0,0,0,0,2.56
298.1,112.2,1592.3,-16.3,8,0.73076923,0,0,0.11555267,0.029487,8.539892,16,0,0,0,0,0,0,2.21
303.1,112.2,1592.3,-16.3,8,0.73076923,0,0,0.11555267,0.029487,8.539892,16,0,0,0,0,0,0,2.05
313.1,112.2,1592.3,-16.3,8,0.73076923,0,0,0.11555267,0.029487,8.539892,16,0,0,0,0,0,0,1.68
323.1,112.2,1592.3,-16.3,8,0.73076923,0,0,0.11555267,0.029487,8.539892,16,0,0,0,0,0,0,1.39
333.1,112.2,1592.3,-16.3,8,0.73076923,0,0,0.11555267,0.029487,8.539892,16,0,0,0,0,0,0,1.17
286.6,110.2,1637.6,-16.8,8,0.72268908,0,0,0.20746695,0.101829,10.806052,14,0,0,0,0,0,0,1.8
273.1,112.2,1319.9,-16.3,8,0.70473251,0,2.315463,0.15120398,0.042041,8.820336,16,1,0,0,0,0,0,1.14
273.1,118.2,1362.7,-15.8,10,0.64432432,0,0,-5.39525372,0.216509,14.349041,10,0,0,4,2,0,0,2.24
293.1,118.2,1362.7,-15.8,10,0.64432432,0,0,-5.39525372,0.216509,14.349041,10,0,0,4,2,0,0,1.49
293.1,116.2,1512.4,-16.2,10,0.67669173,0,0,-4.44074568,0.309804,16.789177,8,0,0,4,2,0,0,1.82
303.1,116.2,1512.4,-16.2,10,0.67669173,0,0,-4.44074568,0.309804,16.789177,8,0,0,4,2,0,0,1.51
253.1,140.3,1430.7,-16.4,10,0.69032922,0,2.294471,0.17936584,0.040897,10.518231,20,1,0,0,0,0,0,2.93
263.1,140.3,1430.7,-16.4,10,0.69032922,0,2.294471,0.17936584,0.040897,10.518231,20,1,0,0,0,0,0,2.34
273.1,140.3,1430.7,-16.4,10,0.69032922,0,2.294471,0.17936584,0.040897,10.518231,20,1,0,0,0,0,0,1.9
283.1,140.3,1430.7,-16.4,10,0.69032922,0,2.294471,0.17936584,0.040897,10.518231,20,1,0,0,0,0,0,1.57
293.1,140.3,1430.7,-16.4,10,0.69032922,0,2.294471,0.17936584,0.040897,10.518231,20,1,0,0,0,0,0,1.31
298.1,140.3,1430.7,-16.4,10,0.69032922,0,2.294471,0.17936584,0.040897,10.518231,20,1,0,0,0,0,0,1.2
303.1,140.3,1430.7,-16.4,10,0.69032922,0,2.294471,0.17936584,0.040897,10.518231,20,1,0,0,0,0,0,1.11
273.1,126.2,1388.3,-16.4,9,0.70512821,0,2.300204,0.16663586,0.04112,9.648577,18,1,0,0,0,0,0,1.41
293.1,126.2,1388.3,-16.4,9,0.70512821,0,2.300204,0.16663586,0.04112,9.648577,18,1,0,0,0,0,0,1.01
403.1,178.2,1991.2,-16.8,16,0.75555556,0,0,-6.7459795,0.399454,21.458949,10,0,0,10,4,0,0,1.3
273.1,112.2,1456.4,-16.9,8,0.65789474,0,4.757593,0.17199076,0.05159,8.604224,16,2,0,0,0,0,0,1.11
243.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,7.31
253.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,5.39
263.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,4.09
273.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,3.22
283.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,2.59
293.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,2.12
298.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,1.96
303.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,1.77
308.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,1.65
311,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,1.55
313.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,1.49
323.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,1.28
333.1,138.2,1591,-16.3,11,0.66735967,0,0,0.20704371,0.024513,9.524589,18,0,0,0,0,0,0,1.11
301.8,280.5,2017.3,-17.6,19,0.75238095,0,2.292947,-0.11215585,0.065828,24.484571,40,1,1,0,0,0,0,4.94
273.1,224.4,1026.3,-15.9,15,0.69185185,0,2.284092,-0.22458874,0.07538,21.208109,32,1,1,0,0,0,0,2.56
293.1,224.4,1026.3,-15.9,15,0.69185185,0,2.284092,-0.22458874,0.07538,21.208109,32,1,1,0,0,0,0,1.67
293.1,84.2,810.2,-14.5,5,0.67663818,0,2.184028,-0.34790842,0.142386,12.711607,12,1,1,0,0,0,0,1.05
298.1,162.2,3027.5,-17.2,10,0.80363636,8.341196,2.130576,-0.05490696,0.13334,40.482295,18,1,0,0,0,1,2,3.85
298.1,120.1,2084.8,-17.2,7,0.78968254,8.19977,1.613399,-0.07337419,0.166195,41.831644,12,1,0,0,0,1,2,4.1
387.8,136.1,2183.4,-16.3,10,0.65714286,8.82715,1.492441,-4.04145495,0.405843,38.827321,8,1,0,4,2,1,0,8.97
392.2,136.1,2183.4,-16.3,10,0.65714286,8.82715,1.492441,-4.04145495,0.405843,38.827321,8,1,0,4,2,1,0,7.64
402.5,136.1,2183.4,-16.3,10,0.65714286,8.82715,1.492441,-4.04145495,0.405843,38.827321,8,1,0,4,2,1,0,5.68
412.9,136.1,2183.4,-16.3,10,0.65714286,8.82715,1.492441,-4.04145495,0.405843,38.827321,8,1,0,4,2,1,0,4.39
422.6,136.1,2183.4,-16.3,10,0.65714286,8.82715,1.492441,-4.04145495,0.405843,38.827321,8,1,0,4,2,1,0,3.49
457.1,136.1,2183.4,-16.3,10,0.65714286,8.82715,1.492441,-4.04145495,0.405843,38.827321,8,1,0,4,2,1,0,1.77
270.5,116.2,2428.1,-18.7,7,0.70905172,8.967222,4.709097,-0.00550003,0.252477,28.839548,12,3,0,0,0,1,0,7.76
271.4,116.2,2428.1,-18.7,7,0.70905172,8.967222,4.709097,-0.00550003,0.252477,28.839548,12,3,0,0,0,1,0,7.46
293.1,116.2,2428.1,-18.7,7,0.70905172,8.967222,4.709097,-0.00550003,0.252477,28.839548,12,3,0,0,0,1,0,3.38
303.1,116.2,2428.1,-18.7,7,0.70905172,8.967222,4.709097,-0.00550003,0.252477,28.839548,12,3,0,0,0,1,0,2.51
323.1,116.2,2428.1,-18.7,7,0.70905172,8.967222,4.709097,-0.00550003,0.252477,28.839548,12,3,0,0,0,1,0,1.57
343.1,116.2,2428.1,-18.7,7,0.70905172,8.967222,4.709097,-0.00550003,0.252477,28.839548,12,3,0,0,0,1,0,1.07
298.1,148.2,2933.3,-16.4,9,0.80113636,8.303139,2.064068,-0.0660676,0.149984,40.349785,16,1,0,0,0,1,2,6.8
298.1,190.3,3291.5,-20.3,12,0.72839506,8.945086,5.801304,0.0317542,0.125464,33.010723,22,3,0,0,0,1,2,1.68
308.1,190.3,3291.5,-20.3,12,0.72839506,8.945086,5.801304,0.0317542,0.125464,33.010723,22,3,0,0,0,1,2,1.34
318.1,190.3,3291.5,-20.3,12,0.72839506,8.945086,5.801304,0.0317542,0.125464,33.010723,22,3,0,0,0,1,2,1.08
293.1,146.2,1746.6,-16.9,9,0.74928775,0,3.684258,-0.76344613,0.163193,28.343112,14,2,0,0,0,0,2,2.65
313.1,146.2,1746.6,-16.9,9,0.74928775,0,3.684258,-0.76344613,0.163193,28.343112,14,2,0,0,0,0,2,1.63
288.1,130.1,1173.8,-15.6,8,0.65330848,0,3.064441,-0.39687538,0.312338,34.670716,10,2,0,0,0,0,1,1.9
298.1,130.1,1173.8,-15.6,8,0.65330848,0,3.064441,-0.39687538,0.312338,34.670716,10,2,0,0,0,0,1,1.58
308.1,130.1,1173.8,-15.6,8,0.65330848,0,3.064441,-0.39687538,0.312338,34.670716,10,2,0,0,0,0,1,1.34
318.1,130.1,1173.8,-15.6,8,0.65330848,0,3.064441,-0.39687538,0.312338,34.670716,10,2,0,0,0,0,1,1.14
293.1,118.1,1483.7,-16.2,7,0.66,8.477454,3.067731,-0.94128864,0.257295,33.719688,10,2,0,0,0,1,1,1.26
273.1,96.1,1495.2,-16,7,0.72222222,0,0,-2.01085865,0.413119,41.393211,4,0,0,3,1,0,0,2.53
283.1,96.1,1495.2,-16,7,0.72222222,0,0,-2.01085865,0.413119,41.393211,4,0,0,3,1,0,0,1.96
293.1,96.1,1495.2,-16,7,0.72222222,0,0,-2.01085865,0.413119,41.393211,4,0,0,3,1,0,0,1.62
298.1,96.1,1495.2,-16,7,0.72222222,0,0,-2.01085865,0.413119,41.393211,4,0,0,3,1,0,0,1.49
303.1,96.1,1495.2,-16,7,0.72222222,0,0,-2.01085865,0.413119,41.393211,4,0,0,3,1,0,0,1.36
311,96.1,1495.2,-16,7,0.72222222,0,0,-2.01085865,0.413119,41.393211,4,0,0,3,1,0,0,1.35
311.1,96.1,1495.2,-16,7,0.72222222,0,0,-2.01085865,0.413119,41.393211,4,0,0,3,1,0,0,1.35
313.1,96.1,1495.2,-16,7,0.72222222,0,0,-2.01085865,0.413119,41.393211,4,0,0,3,1,0,0,1.16
327.6,96.1,1495.2,-16,7,0.72222222,0,0,-2.01085865,0.413119,41.393211,4,0,0,3,1,0,0,1.09
298.1,98.1,2203.3,-17.4,7,0.68571429,8.332731,0,-2.80569134,0.29821,39.464976,6,0,0,3,1,1,0,4.62
303.1,98.1,2203.3,-17.4,7,0.68571429,8.332731,0,-2.80569134,0.29821,39.464976,6,0,0,3,1,1,0,4.4
313.1,98.1,2203.3,-17.4,7,0.68571429,8.332731,0,-2.80569134,0.29821,39.464976,6,0,0,3,1,1,0,3.24
323.1,98.1,2203.3,-17.4,7,0.68571429,8.332731,0,-2.80569134,0.29821,39.464976,6,0,0,3,1,1,0,2.57
333.1,98.1,2203.3,-17.4,7,0.68571429,8.332731,0,-2.80569134,0.29821,39.464976,6,0,0,3,1,1,0,2.01
343.1,98.1,2203.3,-17.4,7,0.68571429,8.332731,0,-2.80569134,0.29821,39.464976,6,0,0,3,1,1,0,1.63
353.1,98.1,2203.3,-17.4,7,0.68571429,8.332731,0,-2.80569134,0.29821,39.464976,6,0,0,3,1,1,0,1.35
363.1,98.1,2203.3,-17.4,7,0.68571429,8.332731,0,-2.80569134,0.29821,39.464976,6,0,0,3,1,1,0,1.12
320.4,124.1,2036.9,-17.1,9,0.66028708,8.98551,1.52287,-3.76491609,0.294228,31.140024,8,1,0,4,2,1,1,2.62
345.1,124.1,2036.9,-17.1,9,0.66028708,8.98551,1.52287,-3.76491609,0.294228,31.140024,8,1,0,4,2,1,1,1.5
366.4,124.1,2036.9,-17.1,9,0.66028708,8.98551,1.52287,-3.76491609,0.294228,31.140024,8,1,0,4,2,1,1,1.04
293.1,116.1,1337.7,-16.1,7,0.69414576,0,2.599398,-0.66164237,0.316613,35.69315,8,2,0,0,0,0,1,1.7
298.1,116.1,1337.7,-16.1,7,0.69414576,0,2.599398,-0.66164237,0.316613,35.69315,8,2,0,0,0,0,1,1.57
303.1,116.1,1337.7,-16.1,7,0.69414576,0,2.599398,-0.66164237,0.316613,35.69315,8,2,0,0,0,0,1,1.42
308.1,116.1,1337.7,-16.1,7,0.69414576,0,2.599398,-0.66164237,0.316613,35.69315,8,2,0,0,0,0,1,1.3
298.1,104.1,1664,-16.3,6,0.66967742,8.346343,2.584213,-0.81083909,0.270145,35.478074,8,2,0,0,0,1,1,2.92
303.1,104.1,1664,-16.3,6,0.66967742,8.346343,2.584213,-0.81083909,0.270145,35.478074,8,2,0,0,0,1,1,2.62
313.1,104.1,1664,-16.3,6,0.66967742,8.346343,2.584213,-0.81083909,0.270145,35.478074,8,2,0,0,0,1,1,1.97
323.1,104.1,1664,-16.3,6,0.66967742,8.346343,2.584213,-0.81083909,0.270145,35.478074,8,2,0,0,0,1,1,1.56
333.1,104.1,1664,-16.3,6,0.66967742,8.346343,2.584213,-0.81083909,0.270145,35.478074,8,2,0,0,0,1,1,1.25
343.1,104.1,1664,-16.3,6,0.66967742,8.346343,2.584213,-0.81083909,0.270145,35.478074,8,2,0,0,0,1,1,1.02
298.1,152.1,1730.6,-16.6,11,0.67380952,9.111204,1.272593,-3.95016992,0.355628,39.094506,8,1,0,4,2,1,1,2.72
303.1,152.1,1730.6,-16.6,11,0.67380952,9.111204,1.272593,-3.95016992,0.355628,39.094506,8,1,0,4,2,1,1,2.38
308.1,152.1,1730.6,-16.6,11,0.67380952,9.111204,1.272593,-3.95016992,0.355628,39.094506,8,1,0,4,2,1,1,2.09
313.1,152.1,1730.6,-16.6,11,0.67380952,9.111204,1.272593,-3.95016992,0.355628,39.094506,8,1,0,4,2,1,1,1.85
318.1,152.1,1730.6,-16.6,11,0.67380952,9.111204,1.272593,-3.95016992,0.355628,39.094506,8,1,0,4,2,1,1,1.65
353.6,152.1,1730.6,-16.6,11,0.67380952,9.111204,1.272593,-3.95016992,0.355628,39.094506,8,1,0,4,2,1,1,1.03
